company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Mickleton Energy Center","Mickleton","NJ","epa_ghgrp","epa-1001184","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Logan Generating Plant","Swedesboro","NJ","epa_ghgrp","epa-1001201","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pedricktown Cogeneration Plant","Pedricktown","NJ","epa_ghgrp","epa-1001202","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Sayreville Power Lp","Sayreville","NJ","epa_ghgrp","epa-1001208","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Passaic Valley Sewer Comm","Newark","NJ","epa_ghgrp","epa-1001215","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221320. Pre-qualified high-energy solar candidate."
"Camden Plant Holding, Llc","Camden","NJ","epa_ghgrp","epa-1001226","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Linden Cogeneration Facility","Linden","NJ","epa_ghgrp","epa-1001232","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Newark Bay Cogen","Newark","NJ","epa_ghgrp","epa-1001239","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Bayonne Plant Holding, Llc","Bayonne","NJ","epa_ghgrp","epa-1001246","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Eagle Point Power Generation","Westville","NJ","epa_ghgrp","epa-1001248","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Efs Parlin Holdings, Llc","Parlin","NJ","epa_ghgrp","epa-1001253","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lakewood Cogeneration","Lakewood","NJ","epa_ghgrp","epa-1001283","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pb Nutclif Master, Llc","Nutley","NJ","epa_ghgrp","epa-1001714","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 531210. Pre-qualified high-energy solar candidate."
"Atlantic County Landfill","Egg Harbor Township","NJ","epa_ghgrp","epa-1001858","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Trustees Of Princeton University","Princeton","NJ","epa_ghgrp","epa-1001868","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Covanta Warren Energy Resource Co","Oxford","NJ","epa_ghgrp","epa-1001869","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562213. Pre-qualified high-energy solar candidate."
"Ardagh Glass Inc. (Salem)","Salem","NJ","epa_ghgrp","epa-1002009","","","","","","","","600","904032","153685","","2766330","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"Cpi Operations Llc","Paulsboro","NJ","epa_ghgrp","epa-1002103","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324121. Pre-qualified high-energy solar candidate."
"Coe Bridgewater Llc C/O Thor Equities, Llc","Bridgewater","NJ","epa_ghgrp","epa-1002260","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 531210. Pre-qualified high-energy solar candidate."
"Union County Resource Recovery Facility","Rahway","NJ","epa_ghgrp","epa-1002269","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562213. Pre-qualified high-energy solar candidate."
"Ardagh Glass Inc. (Bridgeton)","Bridgeton","NJ","epa_ghgrp","epa-1002504","","","","","","","","600","904032","153685","","2766330","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"New Jersey Resources","Wall Township","NJ","epa_ghgrp","epa-1002582","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Ocean County Landfill","Manchester","NJ","epa_ghgrp","epa-1002667","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Cumberland County Improvement Authority Swc","Millville","NJ","epa_ghgrp","epa-1002702","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Pse&G","Newark","NJ","epa_ghgrp","epa-1002812","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Montclair State University","Montclair","NJ","epa_ghgrp","epa-1002987","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Vicinity Energy Trenton, L.P.","Trenton","NJ","epa_ghgrp","epa-1003084","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221330. Pre-qualified high-energy solar candidate."
"Mid-Town Thermal Center","Atlantic City","NJ","epa_ghgrp","epa-1003391","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221330. Pre-qualified high-energy solar candidate."
"Anheuser-Busch, Inc. Newark Brewery","Newark","NJ","epa_ghgrp","epa-1003525","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 312120. Pre-qualified high-energy solar candidate."
"Elizabethtown Gas","Berkeley Heights","NJ","epa_ghgrp","epa-1004054","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Warren County District Landfill","Oxford","NJ","epa_ghgrp","epa-1004095","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Marcal Manufacturing, Llc.","Elmwood Park","NJ","epa_ghgrp","epa-1004098","","","","","","","","600","904032","153685","","2766330","","Pulp & paper — 2022 EPA GHG Reporter. NAICS 322291. Pre-qualified high-energy solar candidate."
"Cape May County Mua Secure Landfill","Woodbine","NJ","epa_ghgrp","epa-1004200","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Epp Cumberland County Gas To Energy Plant","Upper Deerfield Township","NJ","epa_ghgrp","epa-1004203","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221119. Pre-qualified high-energy solar candidate."
"Essex County Resource Recovery Facility","Newark","NJ","epa_ghgrp","epa-1004216","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562213. Pre-qualified high-energy solar candidate."
"Gloucester County Solid Waste Complex","Swedesboro","NJ","epa_ghgrp","epa-1004235","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Wheelabrator Gloucester Company, L.P.","Westville","NJ","epa_ghgrp","epa-1004279","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562213. Pre-qualified high-energy solar candidate."
"Phillips 66 Bayway Refinery","Linden","NJ","epa_ghgrp","epa-1004305","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Kinsley\S Landfill","Sewell","NJ","epa_ghgrp","epa-1004741","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Sussex Cnty Mua Slf 1e","Lafayette","NJ","epa_ghgrp","epa-1005034","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Monmouth County Reclamation Center","Tinton Falls","NJ","epa_ghgrp","epa-1005054","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Bp Lubricants Usa, Inc","Wayne","NJ","epa_ghgrp","epa-1005272","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324191. Pre-qualified high-energy solar candidate."
"Castrol Industrial North America, Inc","Wayne","NJ","epa_ghgrp","epa-1005273","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324191. Pre-qualified high-energy solar candidate."
"Altair Partners Lp","Millburn","NJ","epa_ghgrp","epa-1005454","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Hunterdon Cogeneration Limited Partnership","Clinton","NJ","epa_ghgrp","epa-1005463","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 561210. Pre-qualified high-energy solar candidate."
"Rutgers Health Science Campus At Newark","Newark","NJ","epa_ghgrp","epa-1005495","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Sewaren Generating Station","Sewaren","NJ","epa_ghgrp","epa-1005737","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Carneys Point","Carneys Point","NJ","epa_ghgrp","epa-1005877","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"E F Kenilworth, Inc.","Kenilworth","NJ","epa_ghgrp","epa-1005905","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221330. Pre-qualified high-energy solar candidate."
"Corning Pharmaceutical Glass, Llc","Vineland","NJ","epa_ghgrp","epa-1005984","","","","","","","","600","904032","153685","","2766330","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327212. Pre-qualified high-energy solar candidate."
"Rowan Univ","Glassboro","NJ","epa_ghgrp","epa-1006073","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"The College Of New Jersey","Ewing","NJ","epa_ghgrp","epa-1006075","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Rutgers University Busch - Livingston Campuse","Piscataway","NJ","epa_ghgrp","epa-1006187","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Edgeboro Landfill","East Brunswick","NJ","epa_ghgrp","epa-1006390","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Linden City Slf","Linden","NJ","epa_ghgrp","epa-1006684","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Gold Bond- Bur Plant","Burlington","NJ","epa_ghgrp","epa-1006704","","","","","","","","600","904032","153685","","2766330","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327420. Pre-qualified high-energy solar candidate."
"Cumberland Energy Center","Millville","NJ","epa_ghgrp","epa-1006939","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Burlington Cnty Resource Recovery Complex","Columbus","NJ","epa_ghgrp","epa-1006969","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Landfill And Development Company","Mt. Holly","NJ","epa_ghgrp","epa-1007225","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Salem County Improvement Authority Landfill","Alloway","NJ","epa_ghgrp","epa-1007261","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Merck Sharp & Dohme Corp.-Union","Union","NJ","epa_ghgrp","epa-1007268","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 541711. Pre-qualified high-energy solar candidate."
"Elmwood Power - Llc","Elmwood Park","NJ","epa_ghgrp","epa-1007297","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Middlesex County Landfill","East Brunswick","NJ","epa_ghgrp","epa-1007298","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Linden Generating Station","Linden","NJ","epa_ghgrp","epa-1007330","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pinelands Park","Egg Harbor Township","NJ","epa_ghgrp","epa-1007557","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"South Jersey Gas Company","Folsom","NJ","epa_ghgrp","epa-1007602","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Paulsboro Refining Company Llc","Paulsboro","NJ","epa_ghgrp","epa-1007844","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Interstate Waste Removal Parklands Reclm Slf","Bordentown","NJ","epa_ghgrp","epa-1007953","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Durand Glass Manufacturing Co Inc","Millville","NJ","epa_ghgrp","epa-1007966","","","","","","","","600","904032","153685","","2766330","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327212. Pre-qualified high-energy solar candidate."
"Chevron Oil Co @ Perth Amboy Refinery","Perth Amboy","NJ","epa_ghgrp","epa-1007995","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Hanover (Agt) Station","Morristown","NJ","epa_ghgrp","epa-1008149","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Lambertville Station","Lambertville","NJ","epa_ghgrp","epa-1008150","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Tgp Station 325 Sussex","Sussex","NJ","epa_ghgrp","epa-1008247","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Dte Atlantic, Llc","Atlantic City","NJ","epa_ghgrp","epa-1008787","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Kingsland Landfill","North Arlington","NJ","epa_ghgrp","epa-1009136","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Njmc 1-E Landfill","North Arlington","NJ","epa_ghgrp","epa-1009137","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Cogen Technologies Linden Venture, L.P.","Linden","NJ","epa_ghgrp","epa-1009583","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Atlantic City Electric","Carneys Point","NJ","epa_ghgrp","epa-1009651","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221122. Pre-qualified high-energy solar candidate."
"De Longhi America Inc","Upper Saddle River","NJ","epa_ghgrp","epa-1009865","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 423620. Pre-qualified high-energy solar candidate."
"Lg Electronics Usa Inc.","Englewood Cliffs","NJ","epa_ghgrp","epa-1010226","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 423620. Pre-qualified high-energy solar candidate."
"Bmw Of North America, Llc","Woodcliff Lake","NJ","epa_ghgrp","epa-1010267","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 423110. Pre-qualified high-energy solar candidate."
"Hess Corporation","Woodbridge","NJ","epa_ghgrp","epa-1010390","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 211111. Pre-qualified high-energy solar candidate."
"Castrol Caribbean And Central America","Wayne","NJ","epa_ghgrp","epa-1010435","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324191. Pre-qualified high-energy solar candidate."
"Inlet District Energy Center","Atlantic City","NJ","epa_ghgrp","epa-1010692","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pse&G Subpart Dd","Newark","NJ","epa_ghgrp","epa-1010796","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221121. Pre-qualified high-energy solar candidate."
"Newark Energy Center, Llc","Newark","NJ","epa_ghgrp","epa-1010973","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Kearny Msla : 1-D Landfill","Kearny","NJ","epa_ghgrp","epa-1011381","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"West Deptford Energy Station","West Deptford","NJ","epa_ghgrp","epa-1011543","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hanover (Te)","Florham Park","NJ","epa_ghgrp","epa-1011617","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Woodbridge Energy Center","Keasbey","NJ","epa_ghgrp","epa-1012054","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Clayville","Vineland","NJ","epa_ghgrp","epa-1012074","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"First Continental International (N.J.) Inc.","Rochelle Park","NJ","epa_ghgrp","epa-1012116","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Quality Chemical International Inc","Rochelle Park","NJ","epa_ghgrp","epa-1012166","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Pbf Holding Company Llc","Parsippany","NJ","epa_ghgrp","epa-1012865","","","","","","","","600","904032","153685","","2766330","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"United States Army Garrison","Picatinny Arsenal","NJ","epa_ghgrp","epa-1013188","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 928110. Pre-qualified high-energy solar candidate."
"Fci Usa Inc","Rochelle Park","NJ","epa_ghgrp","epa-1013648","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Artsen Chemical America, Llc","Madison","NJ","epa_ghgrp","epa-1014005","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Lina Trade","Saddle Brook","NJ","epa_ghgrp","epa-1014065","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 423740. Pre-qualified high-energy solar candidate."
"Saalok","Union City","NJ","epa_ghgrp","epa-1014670","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Pse&G Burlington Lng","Burlington","NJ","epa_ghgrp","epa-1014691","","","","","","","","600","904032","153685","","2766330","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Wesco Hmb, Inc.","Metuchen","NJ","epa_ghgrp","epa-1014762","","","","","","","","600","904032","153685","","2766330","","Industrial facility — 2022 EPA GHG Reporter. NAICS 424690. Pre-qualified high-energy solar candidate."
"Port Of Camden","Nj-Phila Port","NJ","osm_industrial","osm-29874880","","","","","","","","600","904032","153685","","2766330","","Port building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Camden County Municipal Utilities Authority","Nj-Phila Port","NJ","osm_industrial","osm-29874895","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Sunhillo Corp.","West Berlin","NJ","osm_industrial","osm-30011072","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Njta Maintenance Yard","Nj-Phila Port","NJ","osm_industrial","osm-30175149","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pureland Industrial Complex","Nj-Phila Port","NJ","osm_industrial","osm-30930554","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Moorestown Industrial Common","Nj-Phila Port","NJ","osm_industrial","osm-34364163","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Industry Centre At Cinnaminson","Nj-Phila Port","NJ","osm_industrial","osm-34364406","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cinnaminson Industrial Park","Nj-Phila Port","NJ","osm_industrial","osm-34364701","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Citadel Industrial Park","Nj-Phila Port","NJ","osm_industrial","osm-34364708","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hainesport Industrial Park","Nj-Phila Port","NJ","osm_industrial","osm-34387976","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hainesport And Lumberton Industrial Park","Nj-Phila Port","NJ","osm_industrial","osm-34388035","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Delanco Industrial Park","Nj-Phila Port","NJ","osm_industrial","osm-34403145","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Crossroads Business Centre","Nj-Phila Port","NJ","osm_industrial","osm-34447565","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pseg Fossil Llc","Nj-Phila Port","NJ","osm_industrial","osm-34447997","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ocean Spray","Nj-Phila Port","NJ","osm_industrial","osm-39834779","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Covanta Energy","Nj-Phila Port","NJ","osm_industrial","osm-40321351","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Interstate Storage & Pipeline Company","Nj-Phila Port","NJ","osm_industrial","osm-40332237","","","","","","","","600","904032","153685","","2766330","","Oil building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Axeon Specialty Products Refinery","Nj-Phila Port","NJ","osm_industrial","osm-40410867","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Lanxess","Pemberton","NJ","osm_industrial","osm-40561887","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Nj Transit","Nj-Phila Port","NJ","osm_industrial","osm-67660072","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"North Entrance House, Fairmount Water Works","Nj-Phila Port","NJ","osm_industrial","osm-74728242","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Watering Committee Building","Nj-Phila Port","NJ","osm_industrial","osm-74728261","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Transit Storage","Nj-Phila Port","NJ","osm_industrial","osm-115599511","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Cold Storage","Nj-Phila Port","NJ","osm_industrial","osm-115599525","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Carpenter Shop","Nj-Phila Port","NJ","osm_industrial","osm-115599558","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Pbf Energy","Nj-Phila Port","NJ","osm_industrial","osm-143732010","","","","","","","","600","904032","153685","","2766330","","Refinery building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Exelon Corporation","Fairless Hills","NJ","osm_industrial","osm-162514115","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Henderson Industrial Park West","Nj-Phila Port","NJ","osm_industrial","osm-171795839","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Henderson Industrial Park East","Nj-Phila Port","NJ","osm_industrial","osm-171795845","","","","","","","","600","904032","153685","","2766330","","Industrial building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
