company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Mt Jewett Complex","Kane","PA","epa_ghgrp","epa-1000062","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000062","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 321219. Pre-qualified high-energy solar candidate."
"York Energy Center","Delta","PA","epa_ghgrp","epa-1000071","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000071","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Us Steel (Clairton Coke)","Clairton","PA","epa_ghgrp","epa-1000124","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000124","","","","","","","","600","904032","117524","5.6","1458342","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324199. Pre-qualified high-energy solar candidate."
"Bethlehem Power Plant","Bethlehem","PA","epa_ghgrp","epa-1000127","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000127","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Us Gypsum - Aliquippa Plant","Aliquippa","PA","epa_ghgrp","epa-1000134","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000134","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327420. Pre-qualified high-energy solar candidate."
"Sonneborn Llc/Petrolia Plt","Petrolia","PA","epa_ghgrp","epa-1000140","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000140","","","","","","","","600","904032","117524","5.6","1458342","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324199. Pre-qualified high-energy solar candidate."
"Lower Mount Bethel Energy","Bangor","PA","epa_ghgrp","epa-1000146","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000146","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Chambersburg Units 12,13","Chambersburg","PA","epa_ghgrp","epa-1000148","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000148","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Bernville Station","Robesonia","PA","epa_ghgrp","epa-1000179","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000179","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Shermans Dale Station","Shermans Dale","PA","epa_ghgrp","epa-1000180","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000180","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"International Waxes Inc","Smethport","PA","epa_ghgrp","epa-1000193","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000193","","","","","","","","600","904032","117524","5.6","1458342","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324199. Pre-qualified high-energy solar candidate."
"Lehigh White Cement Co Llc","York","PA","epa_ghgrp","epa-1000198","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000198","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327310. Pre-qualified high-energy solar candidate."
"Dominion Energy Transmission - Harrison Station (Stor)","Harrison Valley","PA","epa_ghgrp","epa-1000204","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000204","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Shenango Incorporated","Pittsburgh","PA","epa_ghgrp","epa-1000235","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000235","","","","","","","","600","904032","117524","5.6","1458342","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324199. Pre-qualified high-energy solar candidate."
"Fayette Energy Facility","Masontown","PA","epa_ghgrp","epa-1000265","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000265","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Marcus Hook Energy Center - Mh750","Marcus Hook","PA","epa_ghgrp","epa-1000269","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000269","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Westmoreland Sanitary Ldfl","Belle Vernon","PA","epa_ghgrp","epa-1000291","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000291","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Armagh Compressor Station","New Florence","PA","epa_ghgrp","epa-1000315","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000315","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Entriken Compressor Station","James Creek","PA","epa_ghgrp","epa-1000316","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000316","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Peco Transmission And Distribution","Philadelphia","PA","epa_ghgrp","epa-1000326","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000326","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221121. Pre-qualified high-energy solar candidate."
"Hunterstown Combined Cycle","Gettysburg","PA","epa_ghgrp","epa-1000475","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000475","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hunlock Unit 4","Hunlock Creek","PA","epa_ghgrp","epa-1000484","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000484","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Team Ten Llc Dba Amer Eagle Paper Mills","Tyrone","PA","epa_ghgrp","epa-1000523","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000523","","","","","","","","600","904032","117524","5.6","1458342","","","","","Pulp & paper — 2022 EPA GHG Reporter. NAICS 322120. Pre-qualified high-energy solar candidate."
"Elrama","Elrama","PA","epa_ghgrp","epa-1000867","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000867","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Kimberly Clark Pa Llc/Chester Opr","Chester","PA","epa_ghgrp","epa-1000869","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000869","","","","","","","","600","904032","117524","5.6","1458342","","","","","Pulp & paper — 2022 EPA GHG Reporter. NAICS 322291. Pre-qualified high-energy solar candidate."
"Portland","Portland","PA","epa_ghgrp","epa-1000873","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000873","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Titus","Birdsboro","PA","epa_ghgrp","epa-1000875","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000875","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Conemaugh","New Florence","PA","epa_ghgrp","epa-1000877","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000877","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Shawville Station","Shawville","PA","epa_ghgrp","epa-1000879","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000879","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Warren","Warren","PA","epa_ghgrp","epa-1000880","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000880","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Keystone","Shelocta","PA","epa_ghgrp","epa-1000883","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000883","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"New Castle","West Pittsburg","PA","epa_ghgrp","epa-1000884","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000884","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Brunner Island, Llc","Mt Wolf","PA","epa_ghgrp","epa-1000886","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000886","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Martins Creek","Bangor","PA","epa_ghgrp","epa-1000892","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000892","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Montour, Llc","Danville","PA","epa_ghgrp","epa-1000893","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000893","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cromby","Phoenixville","PA","epa_ghgrp","epa-1000896","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000896","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Eddystone Generating Station","Eddystone","PA","epa_ghgrp","epa-1000898","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000898","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Schuylkill","Philadelphia","PA","epa_ghgrp","epa-1000900","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000900","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hunlock Creek Energy Center","Hunlock Creek","PA","epa_ghgrp","epa-1000901","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000901","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hatfield'S Ferry Power Station","Masontown","PA","epa_ghgrp","epa-1000902","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000902","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Seward Generation Llc","New Florence","PA","epa_ghgrp","epa-1001174","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001174","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cheswick","Springdale","PA","epa_ghgrp","epa-1001198","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001198","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"John B. Rich Memorial Power Station, Gilberton Power Company","Frackville","PA","epa_ghgrp","epa-1001203","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001203","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Colver Green Energy","Colver","PA","epa_ghgrp","epa-1001204","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001204","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Mt. Carmel Cogeneration","Marion Heights","PA","epa_ghgrp","epa-1001210","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001210","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cambria Cogen","Ebensburg","PA","epa_ghgrp","epa-1001220","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001220","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Aes Beaver Valley Llc","Monaca","PA","epa_ghgrp","epa-1001222","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001222","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Northeastern Power Company","Mcadoo","PA","epa_ghgrp","epa-1001233","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001233","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pei Power Corporation","Archbald","PA","epa_ghgrp","epa-1001236","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001236","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221117. Pre-qualified high-energy solar candidate."
"Procter & Gamble Paper Products","Mehoopany","PA","epa_ghgrp","epa-1001244","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001244","","","","","","","","600","904032","117524","5.6","1458342","","","","","Pulp & paper — 2022 EPA GHG Reporter. NAICS 322120. Pre-qualified high-energy solar candidate."
"Rausch Creek Generation Llc","Tremont","PA","epa_ghgrp","epa-1001249","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001249","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Panther Creek Energy Facility","Nesquehoning","PA","epa_ghgrp","epa-1001252","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001252","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Scrubgrass Generating Plant","Kennerdell","PA","epa_ghgrp","epa-1001256","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001256","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Philadelphia Refinery","Philadelphia","PA","epa_ghgrp","epa-1001261","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001261","","","","","","","","600","904032","117524","5.6","1458342","","","","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"St. Nicholas Cogeneration Project","Shenandoah","PA","epa_ghgrp","epa-1001282","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001282","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Grays Ferry Cogen Partnership","Philadelphia","PA","epa_ghgrp","epa-1001285","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001285","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221330. Pre-qualified high-energy solar candidate."
"Ontelaunee Energy Center","Reading","PA","epa_ghgrp","epa-1001356","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001356","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Liberty Electric Power Plant","Edddystone","PA","epa_ghgrp","epa-1001376","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001376","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Handsome Lake Energy","Kennerdell","PA","epa_ghgrp","epa-1001378","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001378","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Fairless Energy, Llc","Fairless Hills","PA","epa_ghgrp","epa-1001407","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001407","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Veolia Es Greentree Ldfl","Kersey","PA","epa_ghgrp","epa-1001643","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001643","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Tgp Station 313 Coudersport","Coudersport","PA","epa_ghgrp","epa-1001658","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001658","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Sunbury Generation Lp","Selinsgrove","PA","epa_ghgrp","epa-1001674","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001674","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Penn State - University Park","University Park","PA","epa_ghgrp","epa-1001751","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001751","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Nfgsc Ellisburg Station","Genessee","PA","epa_ghgrp","epa-1001829","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001829","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Heidelberg Materials Us Cement Llc/ Nazareth","Nazareth","PA","epa_ghgrp","epa-1001835","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001835","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327310. Pre-qualified high-energy solar candidate."
"Chestnut Valley Ldfl","Mc Clellandtown","PA","epa_ghgrp","epa-1001844","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001844","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Tgp Station 307 Marienville","Marienville","PA","epa_ghgrp","epa-1001856","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001856","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Tgp Station 219 Mercer","Mercer","PA","epa_ghgrp","epa-1001928","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001928","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
"Pbs Coals Shade Creek Preparation Plant","Central City","PA","epa_ghgrp","epa-1001959","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001959","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 212111. Pre-qualified high-energy solar candidate."
"Owens Brockway Glass Container Inc. Plt 19","Brockport","PA","epa_ghgrp","epa-1001978","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001978","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"Owens-Brockway Glass Container Inc Plt 18","Brockway","PA","epa_ghgrp","epa-1001980","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1001980","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"Seneca Landfill, Incorporated","Evans City","PA","epa_ghgrp","epa-1002035","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002035","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Magnesita Refractories/York","York","PA","epa_ghgrp","epa-1002115","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002115","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327120. Pre-qualified high-energy solar candidate."
"Vitro Flat Glass Llc","Carlisle","PA","epa_ghgrp","epa-1002217","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002217","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327211. Pre-qualified high-energy solar candidate."
"Chrin Brothers Landfill","Easton","PA","epa_ghgrp","epa-1002232","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002232","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Us Gypsum - Washingtonville Plant","Danville","PA","epa_ghgrp","epa-1002314","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002314","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327420. Pre-qualified high-energy solar candidate."
"University Of Pittsburgh/Carrillo Street Steam Plant","Pittsburgh","PA","epa_ghgrp","epa-1002368","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002368","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Lanchester Landfill","Narvon","PA","epa_ghgrp","epa-1002391","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002391","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"First Quality Tissue/Lock Haven Plt","Lock Haven","PA","epa_ghgrp","epa-1002438","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002438","","","","","","","","600","904032","117524","5.6","1458342","","","","","Pulp & paper — 2022 EPA GHG Reporter. NAICS 322291. Pre-qualified high-energy solar candidate."
"Vitro Meadville Flat Glass Llc","Cochranton","PA","epa_ghgrp","epa-1002439","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002439","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327211. Pre-qualified high-energy solar candidate."
"Osram Sylvania Inc Wellsboro Plt","Wellsboro","PA","epa_ghgrp","epa-1002448","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002448","","","","","","","","600","904032","117524","5.6","1458342","","","","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327212. Pre-qualified high-energy solar candidate."
"Chambersburg Gas Dept.","Chambersburg","PA","epa_ghgrp","epa-1002453","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002453","","","","","","","","600","904032","117524","5.6","1458342","","","","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Conestoga Landfill","Morgantown","PA","epa_ghgrp","epa-1002556","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002556","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562212. Pre-qualified high-energy solar candidate."
"Jeld-Wen, Inc.","Towanda","PA","epa_ghgrp","epa-1002559","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002559","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 321219. Pre-qualified high-energy solar candidate."
"Susquehanna Resource Mgmt Complex","Harrisburg","PA","epa_ghgrp","epa-1002561","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002561","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 562213. Pre-qualified high-energy solar candidate."
"Norfolk Southern Railway Co/Juniata Locomotive Shops","Altoona","PA","epa_ghgrp","epa-1002572","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002572","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 488210. Pre-qualified high-energy solar candidate."
"Uniontown","Lemont Furnace","PA","epa_ghgrp","epa-1002617","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1002617","","","","","","","","600","904032","117524","5.6","1458342","","","","","Industrial facility — 2022 EPA GHG Reporter. NAICS 486210. Pre-qualified high-energy solar candidate."
