company,city,state,source,source_id,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,pitch_angle
"Hudson Technologies Co","Champaign","IL","epa_ghgrp","epa-1002695","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Nichols Aluminum Lincolnshire","Lincolnshire","IL","epa_ghgrp","epa-1002935","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331315. Pre-qualified high-energy solar candidate."
"North Chicago Facility","North Chicago","IL","epa_ghgrp","epa-1002975","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325411. Pre-qualified high-energy solar candidate."
"Alton Steel Company","Alton","IL","epa_ghgrp","epa-1003268","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Adkins Energy Llc","Lena","IL","epa_ghgrp","epa-1003422","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Tc Industries Inc","Crystal Lake","IL","epa_ghgrp","epa-1003473","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 332811. Pre-qualified high-energy solar candidate."
"Amsted Rail Company, Inc.","Granite City","IL","epa_ghgrp","epa-1003757","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331513. Pre-qualified high-energy solar candidate."
"Sabic Innovative Plastics Us Llc","Ottawa","IL","epa_ghgrp","epa-1003842","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325211. Pre-qualified high-energy solar candidate."
"Carus Corp","La Salle","IL","epa_ghgrp","epa-1003956","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325188. Pre-qualified high-energy solar candidate."
"Caterpillar Inc","Montgomery","IL","epa_ghgrp","epa-1003985","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 333120. Pre-qualified high-energy solar candidate."
"Incobrasa Industries Ltd","Gilman","IL","epa_ghgrp","epa-1004033","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311224. Pre-qualified high-energy solar candidate."
"Chs-Rochelle","Rochelle","IL","epa_ghgrp","epa-1004276","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Befesa Zinc Us Inc","Chicago","IL","epa_ghgrp","epa-1004427","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331492. Pre-qualified high-energy solar candidate."
"Wieland Rolled Products North America","East Alton","IL","epa_ghgrp","epa-1004542","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331420. Pre-qualified high-energy solar candidate."
"Lincolnland Agri-Energy Llc","Palestine","IL","epa_ghgrp","epa-1004668","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Bunge Loders Croklaan Usa, Llc","Channahon","IL","epa_ghgrp","epa-1004708","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311225. Pre-qualified high-energy solar candidate."
"Keystone Steel & Wire Co","Peoria","IL","epa_ghgrp","epa-1004811","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Blue Island Phenol Llc","Blue Island","IL","epa_ghgrp","epa-1004869","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325192. Pre-qualified high-energy solar candidate."
"Bunge Chevron Ag Renewables Llc  Cairo Facility","Cairo","IL","epa_ghgrp","epa-1005019","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311224. Pre-qualified high-energy solar candidate."
"Bunge Oil","Bradley","IL","epa_ghgrp","epa-1005076","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311225. Pre-qualified high-energy solar candidate."
"Green Plains Madison Llc","Madison","IL","epa_ghgrp","epa-1005170","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Progress Rail Locomotive Inc","Mccook","IL","epa_ghgrp","epa-1005197","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336510. Pre-qualified high-energy solar candidate."
"Pq Corporation - Gurnee, Il","Gurnee","IL","epa_ghgrp","epa-1005229","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325188. Pre-qualified high-energy solar candidate."
"Stepan Co","Elwood","IL","epa_ghgrp","epa-1005292","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325613. Pre-qualified high-energy solar candidate."
"Marquis Energy - Illinois Llc","Hennepin","IL","epa_ghgrp","epa-1005374","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Evonik Corporation","Mapleton","IL","epa_ghgrp","epa-1005465","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"East Dubuque Nitrogen Fertilizers, Llc","East Dubuque","IL","epa_ghgrp","epa-1005502","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325311. Pre-qualified high-energy solar candidate."
"Csl Behring Llc","Bradley","IL","epa_ghgrp","epa-1005577","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325414. Pre-qualified high-energy solar candidate."
"Archer Daniels Midland Co.","Decatur","IL","epa_ghgrp","epa-1005661","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311221. Pre-qualified high-energy solar candidate."
"Air Products And Chemicals, Inc. - Joliet, Il H2 Plant","Channahon","IL","epa_ghgrp","epa-1005852","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325120. Pre-qualified high-energy solar candidate."
"Bunge Milling Inc","Danville","IL","epa_ghgrp","epa-1005954","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311211. Pre-qualified high-energy solar candidate."
"Caterpillar Inc.-Mapleton","Mapleton","IL","epa_ghgrp","epa-1005990","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331511. Pre-qualified high-energy solar candidate."
"Us Steel - Granite City","Granite City","IL","epa_ghgrp","epa-1006041","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Sterling Steel Company Llc","Sterling","IL","epa_ghgrp","epa-1006269","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Cleveland-Cliffs Riverdale Llc","Riverdale","IL","epa_ghgrp","epa-1006325","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Finkl & Sons Co","Chicago","IL","epa_ghgrp","epa-1006436","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331111. Pre-qualified high-energy solar candidate."
"Patriot Renewable Fuels Llc","Annawan","IL","epa_ghgrp","epa-1006469","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Pacific Ethanol Canton, Llc","Canton","IL","epa_ghgrp","epa-1006491","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Solvay Usa","Chicago Heights","IL","epa_ghgrp","epa-1006664","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"3m Chemical Operations' Cordova Facility","Cordova","IL","epa_ghgrp","epa-1006665","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325998. Pre-qualified high-energy solar candidate."
"Ford Motor Company - Chicago Assembly Plant","Chicago","IL","epa_ghgrp","epa-1006752","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336110. Pre-qualified high-energy solar candidate."
"Big River Resources Galva Llc","Galva","IL","epa_ghgrp","epa-1006787","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Hamiliton Sunstrand","Rockford","IL","epa_ghgrp","epa-1007076","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336413. Pre-qualified high-energy solar candidate."
"Hamilton Sundstrand - Plant 6","Rockford","IL","epa_ghgrp","epa-1007077","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 336413. Pre-qualified high-energy solar candidate."
"Equistar Tuscola Plant","Tuscola","IL","epa_ghgrp","epa-1007110","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Seymour Of Sycamore Inc","Sycamore","IL","epa_ghgrp","epa-1007158","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325510. Pre-qualified high-energy solar candidate."
"Nouryon Surface Chemistry Llc","Morris","IL","epa_ghgrp","epa-1007343","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325613. Pre-qualified high-energy solar candidate."
"Center Ethanol Co Llc","Sauget","IL","epa_ghgrp","epa-1007764","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325193. Pre-qualified high-energy solar candidate."
"Vvf Illinois Services Llc","Montgomery","IL","epa_ghgrp","epa-1007782","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325611. Pre-qualified high-energy solar candidate."
"Finkl & Sons Co","Chicago","IL","epa_ghgrp","epa-1008735","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331110. Pre-qualified high-energy solar candidate."
"Flint Hills Resources Joliet, Llc","Channahon","IL","epa_ghgrp","epa-1009505","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325194. Pre-qualified high-energy solar candidate."
"G & W Electric Company","Bolingbrook","IL","epa_ghgrp","epa-1009613","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 335313. Pre-qualified high-energy solar candidate."
"S&C Electric Company","Chicago","IL","epa_ghgrp","epa-1009615","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 335313. Pre-qualified high-energy solar candidate."
"Gunite Corporation","Rockford","IL","epa_ghgrp","epa-1009622","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331511. Pre-qualified high-energy solar candidate."
"Spartan Light Metal Products, Inc.","Sparta","IL","epa_ghgrp","epa-1009864","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331523. Pre-qualified high-energy solar candidate."
"Chicago White Metal Castings Inc","Bensenville","IL","epa_ghgrp","epa-1009927","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331523. Pre-qualified high-energy solar candidate."
"Reg Seneca, Llc","Seneca","IL","epa_ghgrp","epa-1010538","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325199. Pre-qualified high-energy solar candidate."
"Century Castings Corporation","Belleville","IL","epa_ghgrp","epa-1010659","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 331528. Pre-qualified high-energy solar candidate."
"Kraft Heinz Foods Company","Champaign","IL","epa_ghgrp","epa-1011249","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311941. Pre-qualified high-energy solar candidate."
"W. R. Grace & Co.","Chicago","IL","epa_ghgrp","epa-1011462","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Chemical manufacturing — 2022 EPA GHG Reporter. NAICS 325180. Pre-qualified high-energy solar candidate."
"Smithfield Farmland Corp-Monmouth","Monmouth","IL","epa_ghgrp","epa-1012111","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311611. Pre-qualified high-energy solar candidate."
"Siemens Industry, Inc.","Buffalo Grove","IL","epa_ghgrp","epa-1014067","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","188943","1.1","3188934","","Heavy manufacturing — 2022 EPA GHG Reporter. NAICS 334512. Pre-qualified high-energy solar candidate."
"Loyola University Medical Center","Maywood","IL","epa_ghgrp","epa-1005287","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","331478","1.1","5594604","","Hospital — 2022 EPA GHG Reporter. NAICS 622110. Pre-qualified high-energy solar candidate."
"Northwestern Memorial Hospital","Chicago","IL","epa_ghgrp","epa-1005574","6221","Healthcare","78","high","mixed","cash_or_ppa","flat_24_7","2000","3013440","331478","1.1","5594604","","Hospital — 2022 EPA GHG Reporter. NAICS 622110. Pre-qualified high-energy solar candidate."
"Ardagh Glass Inc. (Lincoln)","Lincoln","IL","epa_ghgrp","epa-1000004","","","","","","","","600","904032","99444","1.8","1615812","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"Southern Illinois University","Carbondale","IL","epa_ghgrp","epa-1000079","","","","","","","","600","904032","99444","1.8","1615812","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Southeast Chicago Energy Project","Chicago","IL","epa_ghgrp","epa-1000096","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Robinson Refinery","Robinson","IL","epa_ghgrp","epa-1000099","","","","","","","","600","904032","99444","1.8","1615812","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Ardagh Glass Inc. (Dolton)","Dolton","IL","epa_ghgrp","epa-1000105","","","","","","","","600","904032","99444","1.8","1615812","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327213. Pre-qualified high-energy solar candidate."
"Lsp University Park, Llc","University Park","IL","epa_ghgrp","epa-1000135","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Raccoon Creek Power Plant","Flora","IL","epa_ghgrp","epa-1000169","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Holcim (Us) Inc Joppa Plant","Grand Chain","IL","epa_ghgrp","epa-1000243","","","","","","","","600","904032","99444","1.8","1615812","","Cement / glass — 2022 EPA GHG Reporter. NAICS 327310. Pre-qualified high-energy solar candidate."
"Goose Creek Power Plant","Monticello","IL","epa_ghgrp","epa-1000264","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Naval Station - Great Lakes","Great Lakes","IL","epa_ghgrp","epa-1000286","","","","","","","","600","904032","99444","1.8","1615812","","Industrial facility — 2022 EPA GHG Reporter. NAICS 928110. Pre-qualified high-energy solar candidate."
"Joppa Steam","Joppa","IL","epa_ghgrp","epa-1000340","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lemont Refinery","Lemont","IL","epa_ghgrp","epa-1000343","","","","","","","","600","904032","99444","1.8","1615812","","Petroleum refining — 2022 EPA GHG Reporter. NAICS 324110. Pre-qualified high-energy solar candidate."
"Alto Pekin, Llc","Pekin","IL","epa_ghgrp","epa-1000413","","","","","","","","600","904032","99444","1.8","1615812","","Industrial facility — 2022 EPA GHG Reporter. NAICS 312140. Pre-qualified high-energy solar candidate."
"Alsey Station","Alsey","IL","epa_ghgrp","epa-1000417","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Holland Energy Facility","Beecher City","IL","epa_ghgrp","epa-1000792","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Zion Energy Center","Zion","IL","epa_ghgrp","epa-1000805","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Elgin Energy Center, Llc","Elgin","IL","epa_ghgrp","epa-1000817","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Rockford Energy Center Ii","Rockford","IL","epa_ghgrp","epa-1000823","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Duck Creek","Canton","IL","epa_ghgrp","epa-1001004","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Newton","Newton","IL","epa_ghgrp","epa-1001005","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Interstate","Springfield","IL","epa_ghgrp","epa-1001122","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Freedom Power Project","Saint Elmo","IL","epa_ghgrp","epa-1001164","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Mepi Gt Facility","Joppa","IL","epa_ghgrp","epa-1001168","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Illinois Gas Company","Olney","IL","epa_ghgrp","epa-1001251","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221210. Pre-qualified high-energy solar candidate."
"Illinois State University","Normal","IL","epa_ghgrp","epa-1001290","","","","","","","","600","904032","99444","1.8","1615812","","Industrial facility — 2022 EPA GHG Reporter. NAICS 611310. Pre-qualified high-energy solar candidate."
"Energy Systems Group, Llc- North Chicago Energy Center","North Chicago","IL","epa_ghgrp","epa-1001316","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Rocky Road Power, Llc","East Dundee","IL","epa_ghgrp","epa-1001317","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Kendall Energy Facility","Minooka","IL","epa_ghgrp","epa-1001330","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Nelson Energy Center","Rock Falls","IL","epa_ghgrp","epa-1001353","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Cordova Energy Company","Cordova","IL","epa_ghgrp","epa-1001354","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Elwood Energy Facility","Elwood","IL","epa_ghgrp","epa-1001359","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Gibson City Energy Center, Llc","Gibson City","IL","epa_ghgrp","epa-1001361","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Pinckneyville Power Plant","Pinckneyville","IL","epa_ghgrp","epa-1001362","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lincoln Generating Facility","Manhattan","IL","epa_ghgrp","epa-1001369","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Lee County Generating Station, Llc","Dixon","IL","epa_ghgrp","epa-1001380","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Shelby County Energy Center","Neoga","IL","epa_ghgrp","epa-1001381","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Crete Energy Park","Crete","IL","epa_ghgrp","epa-1001384","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Aurora Generating Station","Aurora","IL","epa_ghgrp","epa-1001397","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Joliet 29","Joliet","IL","epa_ghgrp","epa-1001453","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"E D Edwards","Bartonville","IL","epa_ghgrp","epa-1001514","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Grand Tower Energy Center, Llc","Grand Tower","IL","epa_ghgrp","epa-1001515","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Hutsonville","Hutsonville","IL","epa_ghgrp","epa-1001516","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
"Meredosia","Meredosia","IL","epa_ghgrp","epa-1001517","","","","","","","","600","904032","99444","1.8","1615812","","Power generation — 2022 EPA GHG Reporter. NAICS 221112. Pre-qualified high-energy solar candidate."
