company,city,state,source,source_id,provenance_url,naics_code,naics_sector,solar_fit_score,energy_intensity,tax_appetite,recommended_ownership,load_profile,est_system_kw,est_annual_kwh,est_annual_savings_usd,est_net_payback_yrs,est_25yr_npv_p50_usd,sales_script,script_cfo,script_facilities,script_sustainability,pitch_angle
"Dave Bang Associates","Mesa","AZ","osm_industrial","osm-562335292","https://www.openstreetmap.org/way/osm-562335292","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Fhusd Warehouse","Fountain Hills","AZ","osm_industrial","osm-563995926","https://www.openstreetmap.org/way/osm-563995926","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Banner Solutions","Chandler","AZ","osm_industrial","osm-582251677","https://www.openstreetmap.org/way/osm-582251677","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon Fulfillment Center - Dpx3","Chandler","AZ","osm_industrial","osm-592892500","https://www.openstreetmap.org/way/osm-592892500","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Horizon Distributors","Mesa","AZ","osm_industrial","osm-630014176","https://www.openstreetmap.org/way/osm-630014176","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Gilbert","AZ","osm_industrial","osm-630032590","https://www.openstreetmap.org/way/osm-630032590","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Hd Supply White Cap","Gilbert","AZ","osm_industrial","osm-630342279","https://www.openstreetmap.org/way/osm-630342279","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Reefh2o Distribution","Gilbert","AZ","osm_industrial","osm-630342302","https://www.openstreetmap.org/way/osm-630342302","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Champion Janitorial Supply","Gilbert","AZ","osm_industrial","osm-630342318","https://www.openstreetmap.org/way/osm-630342318","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Newave Tower Components","Gilbert","AZ","osm_industrial","osm-630342323","https://www.openstreetmap.org/way/osm-630342323","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Phoenix","AZ","osm_industrial","osm-646560366","https://www.openstreetmap.org/way/osm-646560366","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Boeing / Xpo Logistics","Goodyear","AZ","osm_industrial","osm-661088977","https://www.openstreetmap.org/way/osm-661088977","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Standard Restaurant Supply","Mesa","AZ","osm_industrial","osm-667479327","https://www.openstreetmap.org/way/osm-667479327","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Mesa","AZ","osm_industrial","osm-667603246","https://www.openstreetmap.org/way/osm-667603246","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Michael Lewis Company","Goodyear","AZ","osm_industrial","osm-667963277","https://www.openstreetmap.org/way/osm-667963277","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Chewy Fulfillment Center","Goodyear","AZ","osm_industrial","osm-667963279","https://www.openstreetmap.org/way/osm-667963279","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Phoenix","AZ","osm_industrial","osm-668424995","https://www.openstreetmap.org/way/osm-668424995","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Phoenix","AZ","osm_industrial","osm-674919503","https://www.openstreetmap.org/way/osm-674919503","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Niagara Bottling, Llc","Mesa","AZ","osm_industrial","osm-681592270","https://www.openstreetmap.org/way/osm-681592270","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Blue Buffalo Co.,","Goodyear","AZ","osm_industrial","osm-687857171","https://www.openstreetmap.org/way/osm-687857171","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Americold Logistics Phoenix","Phoenix","AZ","osm_industrial","osm-687857197","https://www.openstreetmap.org/way/osm-687857197","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Phoenix","AZ","osm_industrial","osm-689262262","https://www.openstreetmap.org/way/osm-689262262","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Lehi Valley Trading Processing Facility","Mesa","AZ","osm_industrial","osm-689793561","https://www.openstreetmap.org/way/osm-689793561","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Smith Southwestern Inc.","Mesa","AZ","osm_industrial","osm-690352966","https://www.openstreetmap.org/way/osm-690352966","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ball Corporation","Goodyear","AZ","osm_industrial","osm-722072053","https://www.openstreetmap.org/way/osm-722072053","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Chandler Unified School District","Chandler","AZ","osm_industrial","osm-764348283","https://www.openstreetmap.org/way/osm-764348283","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Central Receiving & Warehouse","Phoenix","AZ","osm_industrial","osm-764348291","https://www.openstreetmap.org/way/osm-764348291","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Ferrero Usa","Goodyear","AZ","osm_industrial","osm-813365099","https://www.openstreetmap.org/way/osm-813365099","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Performance Distributing","Mesa","AZ","osm_industrial","osm-819198862","https://www.openstreetmap.org/way/osm-819198862","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Homegoods Distribution Center","Tucson","AZ","osm_industrial","osm-569474090","https://www.openstreetmap.org/way/osm-569474090","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Seasonal Convention Building","Tucson","AZ","osm_industrial","osm-667376393","https://www.openstreetmap.org/way/osm-667376393","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Seasonal Convention Building","Tucson","AZ","osm_industrial","osm-667376394","https://www.openstreetmap.org/way/osm-667376394","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Amazon","Tucson","AZ","osm_industrial","osm-712122462","https://www.openstreetmap.org/way/osm-712122462","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Extra Space Storage","Oro Valley","AZ","osm_industrial","osm-1050124578","https://www.openstreetmap.org/way/osm-1050124578","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Extra Space Storage","Marana","AZ","osm_industrial","osm-1106214301","https://www.openstreetmap.org/way/osm-1106214301","493110","Warehousing / Cold Storage","84","moderate","corporate","direct_purchase","daytime_peak","2000","3013440","391747","5.1","5069746","Distribution centers are the easiest commercial solar installs we do — large clear flat roofs, ground-level interconnect.","Large flat-roof warehouses have the lowest $/W install cost in commercial solar — we typically see 4-year payback after ITC + MACRS. Worth a quick site-specific estimate?","Your roof is the ideal solar substrate — large, flat, unobstructed. We install without disrupting warehouse operations and connect at ground-level switchgear. Quick call to walk through the layout?","Warehouse Scope 2 emissions are an easy win — your flat-roof footprint generates enough solar to offset 60-80% of your grid consumption with zero operational changes.","Warehouse building. Roof-suitable for rooftop PV. Verify ownership + contact before outreach."
"Phoenix Distribution Hub","Phoenix","AZ","auto_seed","solar-001","","4225","Wholesale Distribution","82","moderate","corporate","direct_purchase","daytime_peak","1320","1988870","258553","5.1","3346032","Distribution facilities like yours often hit 4-5 year payback even before storage. Quick call to share numbers for your roof?","Your 30-year building matches the solar asset lifecycle perfectly. With ITC + MACRS, most distribution centers hit 4-year payback and generate positive cash flow from year one. Worth 15 minutes?","Your building is built for exactly this — large clear roof, accessible interconnect. We install during normal operations with zero disruption to loading docks or warehouse floor. Quick call?","Distribution facilities are one of the easiest verticals to decarbonize. Your rooftop generates enough solar to offset 60%+ of grid consumption — a concrete Scope 2 win for sustainability reporting.","180,000 sqft flat-roof distribution center — APS commercial rate"
"Abbott Laboratories","Casa Grande","AZ","epa_ghgrp","epa-1000378","https://ghgdata.epa.gov/ghgp/main.do#/facilityDetail?facilityId=epa-1000378","333","Heavy Manufacturing","80","high","corporate","direct_purchase","industrial_shift","1140","1717661","223296","5.1","2889759","","","","","Food manufacturing — 2022 EPA GHG Reporter. NAICS 311514. Pre-qualified high-energy solar candidate."
